6076;;
6077;;
6080;;
6084;;
6086;;
6089;;
6092;;
6096;;
6105;;
6121;;
7043;7043;АГК Усть-Кяхта-Селенга
7047;7047;АГК Новоселенгинск-Селенга
7050;;
7053;7053;АГК Кабанск-Селенга
7056;;
7072;;
7076;;
7098;;
7130;7130;АГК Улан-Удэ-Уда
7142;;
;7128;АГК Первомаевка-Уда
;7076;Поворот-Чикой
;7134;ААГП р. Она-Анинское
