1;30822;Бабушкин
3;30554;Багдарин
2;30636;Баргузин
4;30731;Горячинск
5;30729;Кабанск
6;30925;Кяхта
7;30802;Монды
8;30433;Нижнеангарск
9;29998;Орлик
10;30650;Романовка
11;30911;Санага
12;30824;Танхой
13;30811;Тунка
16;30823;Улан-Удэ
14;30348;Уоян
15;30635;Усть-Баргузин
17;30739;Хоринск
18;30915;Цакир
